Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
04/20/2025,04/20/2025,04/22/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000920,$163.13,($0.15)
05/29/2025,05/29/2025,05/29/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 05/22/2025 P/D 05/29/2025 - 0.436564 shares at 0.8172,CDIV,,,$0.36
01/26/2025,01/26/2025,01/26/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 01/20/2025 P/D 01/26/2025 - 0.333982 shares at 0.8435,CDIV,,,$0.28
09/06/2024,09/06/2024,09/08/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001339,$144.25,($0.19)
06/30/2025,06/30/2025,06/30/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 06/25/2025 P/D 06/30/2025 - 0.13663 shares at 1.0492,CDIV,,,$0.14
12/12/2024,12/12/2024,12/12/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 12/05/2024 P/D 12/12/2024 - 0.324344 shares at 0.8697,CDIV,,,$0.28
04/29/2025,04/29/2025,05/01/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000154,$248.84,($0.04)
11/24/2024,11/24/2024,11/24/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/19/2024 P/D 11/24/2024 - 0.455396 shares at 0.4458,CDIV,,,$0.20
04/08/2025,04/08/2025,04/08/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 04/05/2025 P/D 04/08/2025 - 0.227646 shares at 0.4326,CDIV,,,$0.10
11/14/2024,11/14/2024,11/15/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001020,$241.80,($0.25)
07/02/2025,07/02/2025,07/02/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 06/26/2025 P/D 07/02/2025 - 0.403703 shares at 0.4276,CDIV,,,$0.17
08/22/2024,08/22/2024,08/24/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001230,$177.50,($0.22)
10/07/2024,10/07/2024,10/07/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 10/03/2024 P/D 10/07/2024 - 0.298485 shares at 0.9007,CDIV,,,$0.27
10/09/2024,10/09/2024,10/11/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001403,$237.01,($0.33)
08/23/2024,08/23/2024,08/23/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 08/17/2024 P/D 08/23/2024 - 0.128849 shares at 0.446,CDIV,,,$0.06
09/17/2024,09/17/2024,09/19/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000633,$463.20,($0.29)
10/13/2024,10/13/2024,10/13/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 10/10/2024 P/D 10/13/2024 - 0.102277 shares at 0.5693,CDIV,,,$0.06
01/22/2025,01/22/2025,01/22/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 01/19/2025 P/D 01/22/2025 - 0.287149 shares at 0.9469,CDIV,,,$0.27
04/14/2025,04/14/2025,04/14/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 04/11/2025 P/D 04/14/2025 - 0.366538 shares at 0.4719,CDIV,,,$0.17
08/31/2024,08/31/2024,08/31/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/27/2024 P/D 08/31/2024 - 0.492522 shares at 1.0405,CDIV,,,$0.51
06/21/2025,06/21/2025,06/21/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 06/14/2025 P/D 06/21/2025 - 0.124644 shares at 0.8123,CDIV,,,$0.10
10/01/2024,10/01/2024,10/01/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 09/28/2024 P/D 10/01/2024 - 0.332785 shares at 0.6774,CDIV,,,$0.23
05/30/2025,05/30/2025,05/30/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 05/26/2025 P/D 05/30/2025 - 0.447153 shares at 0.8797,CDIV,,,$0.39
05/15/2025,05/15/2025,05/16/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000556,$121.15,($0.07)
06/02/2025,06/02/2025,06/03/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000212,$126.59,($0.03)
06/03/2025,06/03/2025,06/04/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000873,$247.19,($0.22)
08/15/2024,08/15/2024,08/15/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 08/10/2024 P/D 08/15/2024 - 0.346228 shares at 0.6312,CDIV,,,$0.22
10/12/2024,10/12/2024,10/12/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 10/05/2024 P/D 10/12/2024 - 0.265082 shares at 0.5276,CDIV,,,$0.14
04/10/2025,04/10/2025,04/10/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 04/03/2025 P/D 04/10/2025 - 0.36417 shares at 0.9411,CDIV,,,$0.34
12/28/2024,12/28/2024,12/30/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000275,$151.42,($0.04)
01/06/2025,01/06/2025,01/06/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/03/2025 P/D 01/06/2025 - 0.277962 shares at 0.9329,CDIV,,,$0.26
06/27/2025,06/27/2025,06/29/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001270,$135.26,($0.17)
06/19/2025,06/19/2025,06/21/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001003,$334.19,($0.34)
08/02/2024,08/02/2024,08/02/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 07/28/2024 P/D 08/02/2024 - 0.378149 shares at 1.1093,CDIV,,,$0.42
05/01/2025,05/01/2025,05/01/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 04/25/2025 P/D 05/01/2025 - 0.411383 shares at 1.0739,CDIV,,,$0.44
12/23/2024,12/23/2024,12/25/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000533,$138.49,($0.07)
07/18/2024,07/18/2024,07/20/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001260,$586.17,($0.74)
10/19/2024,10/19/2024,10/19/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 10/13/2024 P/D 10/19/2024 - 0.173582 shares at 0.7305,CDIV,,,$0.13
10/23/2024,10/23/2024,10/23/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 10/19/2024 P/D 10/23/2024 - 0.13212 shares at 0.583,CDIV,,,$0.08
06/15/2025,06/15/2025,06/15/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 06/12/2025 P/D 06/15/2025 - 0.499681 shares at 0.9125,CDIV,,,$0.46
05/15/2025,05/15/2025,05/15/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/10/2025 P/D 05/15/2025 - 0.328271 shares at 0.5238,CDIV,,,$0.17
07/24/2024,07/24/2024,07/24/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 07/18/2024 P/D 07/24/2024 - 0.485818 shares at 0.9346,CDIV,,,$0.45
04/20/2025,04/20/2025,04/21/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001470,$504.36,($0.74)
12/16/2024,12/16/2024,12/16/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 12/12/2024 P/D 12/16/2024 - 0.392284 shares at 0.4572,CDIV,,,$0.18
09/24/2024,09/24/2024,09/25/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000972,$125.97,($0.12)
09/27/2024,09/27/2024,09/29/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001294,$79.32,($0.10)
11/30/2024,11/30/2024,12/01/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000752,$219.22,($0.16)
05/05/2025,05/05/2025,05/05/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 04/30/2025 P/D 05/05/2025 - 0.357002 shares at 0.9867,CDIV,,,$0.35
12/27/2024,12/27/2024,12/28/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000192,$547.44,($0.11)
12/12/2024,12/12/2024,12/14/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000142,$88.24,($0.01)
08/30/2024,08/30/2024,08/30/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/26/2024 P/D 08/30/2024 - 0.448648 shares at 0.6162,CDIV,,,$0.28
01/02/2025,01/02/2025,01/02/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 12/27/2024 P/D 01/02/2025 - 0.294817 shares at 0.6961,CDIV,,,$0.21
07/16/2024,07/16/2024,07/17/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000452,$133.51,($0.06)
01/21/2025,01/21/2025,01/21/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/17/2025 P/D 01/21/2025 - 0.384852 shares at 0.808,CDIV,,,$0.31
08/10/2024,08/10/2024,08/10/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 08/04/2024 P/D 08/10/2024 - 0.481265 shares at 1.0458,CDIV,,,$0.50
04/04/2025,04/04/2025,04/06/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000653,$156.68,($0.10)
08/15/2024,08/15/2024,08/15/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/09/2024 P/D 08/15/2024 - 0.103793 shares at 0.5353,CDIV,,,$0.06
11/08/2024,11/08/2024,11/08/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 11/05/2024 P/D 11/08/2024 - 0.459702 shares at 1.0234,CDIV,,,$0.47
06/25/2025,06/25/2025,06/25/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/21/2025 P/D 06/25/2025 - 0.112399 shares at 0.6242,CDIV,,,$0.07
01/30/2025,01/30/2025,01/30/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 01/23/2025 P/D 01/30/2025 - 0.190054 shares at 0.9761,CDIV,,,$0.19
07/30/2024,07/30/2024,07/30/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 07/26/2024 P/D 07/30/2024 - 0.396542 shares at 0.6964,CDIV,,,$0.28
04/24/2025,04/24/2025,04/24/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 04/17/2025 P/D 04/24/2025 - 0.137503 shares at 0.825,CDIV,,,$0.11
12/06/2024,12/06/2024,12/06/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 11/30/2024 P/D 12/06/2024 - 0.112061 shares at 0.7855,CDIV,,,$0.09
03/22/2025,03/22/2025,03/22/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 03/18/2025 P/D 03/22/2025 - 0.270664 shares at 0.7684,CDIV,,,$0.21
08/19/2024,08/19/2024,08/19/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 08/13/2024 P/D 08/19/2024 - 0.155742 shares at 0.663,CDIV,,,$0.10
07/14/2024,07/14/2024,07/15/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000797,$387.88,($0.31)
05/09/2025,05/09/2025,05/10/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001276,$525.74,($0.67)
11/06/2024,11/06/2024,11/06/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 11/01/2024 P/D 11/06/2024 - 0.351463 shares at 0.9216,CDIV,,,$0.32
04/10/2025,04/10/2025,04/11/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000854,$500.37,($0.43)
07/15/2024,07/15/2024,07/16/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000365,$496.53,($0.18)
06/13/2025,06/13/2025,06/15/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000552,$140.73,($0.08)
10/07/2024,10/07/2024,10/07/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 09/30/2024 P/D 10/07/2024 - 0.414044 shares at 0.5661,CDIV,,,$0.23
12/27/2024,12/27/2024,12/28/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001185,$160.57,($0.19)
08/13/2024,08/13/2024,08/15/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001424,$170.23,($0.24)
02/03/2025,02/03/2025,02/04/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001218,$170.25,($0.21)
05/17/2025,05/17/2025,05/17/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/11/2025 P/D 05/17/2025 - 0.444294 shares at 0.539,CDIV,,,$0.24
02/18/2025,02/18/2025,02/19/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000378,$74.33,($0.03)
12/27/2024,12/27/2024,12/29/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000517,$207.37,($0.11)
02/22/2025,02/22/2025,02/22/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 02/17/2025 P/D 02/22/2025 - 0.308604 shares at 0.6981,CDIV,,,$0.22
12/18/2024,12/18/2024,12/20/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000422,$579.73,($0.24)
09/24/2024,09/24/2024,09/24/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 09/21/2024 P/D 09/24/2024 - 0.134282 shares at 0.8654,CDIV,,,$0.12
11/17/2024,11/17/2024,11/17/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 11/12/2024 P/D 11/17/2024 - 0.354809 shares at 0.9213,CDIV,,,$0.33
06/01/2025,06/01/2025,06/01/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 05/27/2025 P/D 06/01/2025 - 0.462747 shares at 0.7558,CDIV,,,$0.35
03/16/2025,03/16/2025,03/16/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 03/09/2025 P/D 03/16/2025 - 0.463929 shares at 0.8976,CDIV,,,$0.42
12/22/2024,12/22/2024,12/22/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 12/15/2024 P/D 12/22/2024 - 0.355297 shares at 0.7372,CDIV,,,$0.26
02/10/2025,02/10/2025,02/12/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001391,$466.19,($0.65)
12/13/2024,12/13/2024,12/13/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 12/08/2024 P/D 12/13/2024 - 0.462727 shares at 1.0458,CDIV,,,$0.48
09/02/2024,09/02/2024,09/04/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000133,$84.74,($0.01)
10/19/2024,10/19/2024,10/19/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 10/15/2024 P/D 10/19/2024 - 0.165968 shares at 0.9362,CDIV,,,$0.16
08/13/2024,08/13/2024,08/13/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 08/06/2024 P/D 08/13/2024 - 0.291081 shares at 1.1484,CDIV,,,$0.33
10/16/2024,10/16/2024,10/18/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000556,$290.46,($0.16)
08/26/2024,08/26/2024,08/27/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001443,$580.90,($0.84)
03/03/2025,03/03/2025,03/03/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 02/26/2025 P/D 03/03/2025 - 0.203494 shares at 0.6574,CDIV,,,$0.13
08/28/2024,08/28/2024,08/30/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001462,$144.75,($0.21)
02/03/2025,02/03/2025,02/03/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 01/27/2025 P/D 02/03/2025 - 0.27352 shares at 0.5871,CDIV,,,$0.16
09/22/2024,09/22/2024,09/24/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000646,$544.93,($0.35)
02/01/2025,02/01/2025,02/01/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 01/28/2025 P/D 02/01/2025 - 0.206175 shares at 0.7613,CDIV,,,$0.16
12/03/2024,12/03/2024,12/05/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000970,$332.50,($0.32)
10/20/2024,10/20/2024,10/21/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000757,$463.02,($0.35)
01/29/2025,01/29/2025,01/30/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000302,$437.96,($0.13)
04/28/2025,04/28/2025,04/28/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 04/23/2025 P/D 04/28/2025 - 0.369039 shares at 1.0803,CDIV,,,$0.40
09/13/2024,09/13/2024,09/15/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001417,$516.72,($0.73)
05/25/2025,05/25/2025,05/26/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000230,$74.28,($0.02)
07/12/2024,07/12/2024,07/13/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000880,$435.77,($0.38)
02/05/2025,02/05/2025,02/07/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000762,$88.98,($0.07)
02/12/2025,02/12/2025,02/12/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 02/09/2025 P/D 02/12/2025 - 0.238256 shares at 0.7067,CDIV,,,$0.17
09/14/2024,09/14/2024,09/14/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/10/2024 P/D 09/14/2024 - 0.365951 shares at 0.4615,CDIV,,,$0.17
03/21/2025,03/21/2025,03/23/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000354,$153.34,($0.05)
09/25/2024,09/25/2024,09/27/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001439,$158.22,($0.23)
09/25/2024,09/25/2024,09/25/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/20/2024 P/D 09/25/2024 - 0.46193 shares at 0.9655,CDIV,,,$0.45
05/17/2025,05/17/2025,05/17/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 05/14/2025 P/D 05/17/2025 - 0.129591 shares at 0.4668,CDIV,,,$0.06
02/18/2025,02/18/2025,02/19/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001179,$161.15,($0.19)
08/31/2024,08/31/2024,09/01/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001232,$131.90,($0.16)
02/08/2025,02/08/2025,02/09/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000253,$523.36,($0.13)
03/27/2025,03/27/2025,03/29/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000651,$461.70,($0.30)
12/15/2024,12/15/2024,12/16/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001080,$498.30,($0.54)
07/05/2024,07/05/2024,07/07/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000979,$526.19,($0.52)
03/04/2025,03/04/2025,03/04/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 02/28/2025 P/D 03/04/2025 - 0.385397 shares at 0.4692,CDIV,,,$0.18
03/31/2025,03/31/2025,04/01/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000677,$189.75,($0.13)
11/11/2024,11/11/2024,11/13/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001328,$79.80,($0.11)
02/07/2025,02/07/2025,02/08/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001064,$221.51,($0.24)
10/17/2024,10/17/2024,10/17/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 10/13/2024 P/D 10/17/2024 - 0.490689 shares at 0.6915,CDIV,,,$0.34
05/13/2025,05/13/2025,05/13/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 05/06/2025 P/D 05/13/2025 - 0.243308 shares at 1.0826,CDIV,,,$0.26
09/07/2024,09/07/2024,09/07/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/02/2024 P/D 09/07/2024 - 0.493891 shares at 0.9861,CDIV,,,$0.49
11/19/2024,11/19/2024,11/19/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/12/2024 P/D 11/19/2024 - 0.201672 shares at 1.1327,CDIV,,,$0.23
10/26/2024,10/26/2024,10/28/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000704,$517.48,($0.36)
05/25/2025,05/25/2025,05/27/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001288,$505.30,($0.65)
02/13/2025,02/13/2025,02/14/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000598,$73.16,($0.04)
09/27/2024,09/27/2024,09/27/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/21/2024 P/D 09/27/2024 - 0.472344 shares at 0.4081,CDIV,,,$0.19
05/13/2025,05/13/2025,05/14/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000500,$454.56,($0.23)
02/05/2025,02/05/2025,02/06/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000589,$320.24,($0.19)
03/25/2025,03/25/2025,03/25/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 03/20/2025 P/D 03/25/2025 - 0.262455 shares at 1.0521,CDIV,,,$0.28
07/16/2024,07/16/2024,07/16/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 07/11/2024 P/D 07/16/2024 - 0.413969 shares at 0.7485,CDIV,,,$0.31
01/04/2025,01/04/2025,01/06/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000597,$88.07,($0.05)
06/26/2025,06/26/2025,06/26/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/21/2025 P/D 06/26/2025 - 0.161158 shares at 0.7337,CDIV,,,$0.12
12/05/2024,12/05/2024,12/05/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 11/29/2024 P/D 12/05/2024 - 0.324644 shares at 0.4607,CDIV,,,$0.15
09/25/2024,09/25/2024,09/25/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 09/21/2024 P/D 09/25/2024 - 0.399211 shares at 0.5388,CDIV,,,$0.22
01/29/2025,01/29/2025,01/29/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/22/2025 P/D 01/29/2025 - 0.253275 shares at 0.7152,CDIV,,,$0.18
11/29/2024,11/29/2024,11/30/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001386,$88.08,($0.12)
10/01/2024,10/01/2024,10/02/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000369,$119.60,($0.04)
07/30/2024,07/30/2024,07/30/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 07/27/2024 P/D 07/30/2024 - 0.351109 shares at 0.7586,CDIV,,,$0.27
06/04/2025,06/04/2025,06/06/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000877,$146.87,($0.13)
04/26/2025,04/26/2025,04/26/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 04/22/2025 P/D 04/26/2025 - 0.442992 shares at 0.6575,CDIV,,,$0.29
07/27/2024,07/27/2024,07/27/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 07/21/2024 P/D 07/27/2024 - 0.386911 shares at 0.465,CDIV,,,$0.18
09/11/2024,09/11/2024,09/11/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 09/05/2024 P/D 09/11/2024 - 0.151483 shares at 0.9034,CDIV,,,$0.14
04/23/2025,04/23/2025,04/23/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 04/17/2025 P/D 04/23/2025 - 0.321218 shares at 0.6368,CDIV,,,$0.20
05/27/2025,05/27/2025,05/28/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000158,$508.37,($0.08)
04/09/2025,04/09/2025,04/09/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 04/02/2025 P/D 04/09/2025 - 0.103871 shares at 0.7313,CDIV,,,$0.08
